Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
Ceux qu'on ï¿½ï¿½Pierre Garnier,Ceux qu'on ï¿½ï¿½,Pierre Garnier,2/7/2024,2024,FRZ052400042,2793,26.6,50498801,2884,6002529,70,27905696,36199,,,,91399340,30,22697,,40,17971354,13,,,,442987,0,,,,,,,,,,,,,,,,
Apaga El CelCalle 24,Apaga El Cel,Calle 24,12/22/2023,2023,USDXS2304292,2778,26.6,145975016,6115,16399686,82,54043783,310905,,,,1098765819,4,,,5,1265523,8,,,,326991,0,,,,,,,,,,,,,,,,
ıııııııııııııııııı - ıııı ıııııııı ıııııııı ııııııAhmed Saad,ıııııııııııııııııı - ıııı ıııııııı ıııııııı ıııııı,Ahmed Saad,6/20/2023,2023,FRX872398704,2781,26.6,20588020,3465,1820609,58,179178650,649493,1337,9283133,274048028,27579261,6,1323,,3,29136,,,,,161826,0,,,,,,,,,,,,,,,,
Leave Me AloneFlipp Dinero,Leave Me Alone,Flipp Dinero,3/14/2018,2018,QMKSC1800039,2782,26.6,651863663,122266,17925064,62,364860562,3465425,137815,50621671,318020837,133910430,38,34933,223,10,12666,1,163918855,129261,,3263766,1,,150,,,energy,danceable,,6V7g6qM8wheMivMWrzbPTM,LOVE FOR GUALA,66,https://i.scdn.co/image/ab67616d0000b273b164878e278ee736452836c7,2HUwZ0kumzCSlhFcjFZfpp,1335268,melodic rap,56,https://i.scdn.co/image/ab6761610000e5eb8be85e344141cf541cfab04c
LATTE (feat. Maria Becerra)The Academy: Segunda Misiï¿½,LATTE (feat. Maria Becerra),The Academy: Segunda Misiï¿½,3/28/2024,2024,USWL12400693,2806,26.5,25813787,3297,10885827,68,27340680,205074,,,,10030985,1,477,,,,1,95858,48,,59027,1,,,,,,,,,,,,,,,,
Rolling in the Deep - AcapellaAdele,Rolling in the Deep - Acapella,Adele,1/16/2011,2011,GBBKS1000427,28,26.5,11170019,158,217023,36,2522903197,13159087,,,,2055207182,,349469,,1,208,,,,,,0,,,,,,,,,,,,,,,,
In My HeadLil Tjay,In My Head,Lil Tjay,4/1/2022,2022,USSM12202421,2804,26.5,237061046,82335,8632456,63,47378172,923407,374,356522,3442700,341463881,13,13487,652,14,94957,18,12629283,6451,,665891,1,,,,,,,,,,,,,,,,
Plan APaulo Londra,Plan A,Paulo Londra,3/23/2022,2022,USWL12200224,2808,26.5,275416061,45154,6010438,58,237452601,5966974,502,38034415,356327284,183244953,17,12401,66,13,69057,19,127152,284,,243094,0,,,,,,,,,,,,,,,,
GoodSinOlivetheboy,GoodSin,Olivetheboy,4/21/2023,2023,TCAGY2352982,2802,26.5,9513971,147,136347,,17460383,97768,1626005,17984432,262199462,,5,1405,,,,,,,,,1,,,,,,,,,,,,,,,,
Thrift Shop (feat. Wanz)Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,10/9/2012,2012,GMM881200022,2795,26.5,1226381432,8351,1645328,46,1905103664,13003790,,,,340316264,41,37641,112,1,697,,,,,26117729,0,,,,,,,,,,,,,,,,
RiverBishop Briggs,River,Bishop Briggs,1/22/2016,2016,TCACL1648391,2805,26.5,547304707,93449,17009946,68,566895107,8058632,2927089,432649655,4144883692,56048945,48,23803,23,11,5595,14,136527961,114975,,4876569,0,,62,D,minor,average energy,very danceable,4,3mRLHiSHYtC8Hk7bzZdUs1,Church Of Scars,73,https://i.scdn.co/image/ab67616d0000b2738cae5034066af45cdfbc4266,0yb46jwm7gqbZXVXZQ8Z1e,919910,,63,https://i.scdn.co/image/ab6761610000e5eb1df45099b37cba1aa8bbc1c4
Dil Diyan GallanAtif Aslam,Dil Diyan Gallan,Atif Aslam,12/12/2017,2017,INY091700035,2801,26.5,204127666,20958,11366583,65,1326806818,7661864,1697,3586828,60784930,27572059,16,2497,,1,927,1,761,,,565775,0,,105,D,major,high energy,very danceable,4,0FBQ4NrrHUbR9kus7rzrOj,YRF Top 10 - Falling in Love,71,https://i.scdn.co/image/ab67616d0000b273f7991610fad937fd9f29f55d,2oSONSC9zQ4UonDKnLqksx,31134897,bollywood,80,https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84
Little Bit of LoveTom Grennan,Little Bit of Love,Tom Grennan,1/8/2021,2021,GBARL2001197,281,26.5,389164529,60436,21604450,62,96711789,597354,22228,9869894,82984646,22709518,75,249186,56,37,212978,11,1555422,711,3087711,3654247,0,upbeat,107,C♯/D♭­,minor,high energy,very danceable,4,3Iba59sFmGhQ4kbCY5L8AX,Evering Road (Deluxe),62,https://i.scdn.co/image/ab67616d0000b273c24d95b10c39a2248745091a,5SHxzwjek1Pipl1Yk11UHv,580427,,63,https://i.scdn.co/image/ab6761610000e5eb53ece43b75ec61138b8ad946
I Knew You Were Trouble.Taylor Swift,I Knew You Were Trouble.,Taylor Swift,1/1/2012,2012,USCJY1231039,2809,26.5,839642356,110606,35486997,72,545463966,4002306,762018,5417399,48882930,150833941,62,3816,42,18,105709,19,653492761,731107,836565,9583929,0,upbeat,77,D♯/E♭­,minor,average energy,very danceable,4,6FB3v4YcR57y4tXFcdxI1E,Red (Big Machine Radio Release Special),74,https://i.scdn.co/image/ab67616d0000b2731c248e90c3e569f90aef9dec,06HL4z0CvFAxyc27GXpf02,130662950,,98,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676
Fresh Out The SlammerTaylor Swift,Fresh Out The Slammer,Taylor Swift,4/18/2024,2024,USUG12401034,2811,26.5,105424914,2473,7785632,,7227379,113318,,3487,2500000,,12,241,,3,52518,41,1332898,721,,21372,0,,,,,,,,,,,,,,,,
The Real Slim ShadyEminem,The Real Slim Shady,Eminem,1/1/2000,2000,USIR10000448,2796,26.5,1798020679,352947,75283550,81,961666231,7927293,74682,86740640,771015965,568968886,93,70311,82,68,2765272,46,508575450,1263577,1131521,6637985,1,upbeat,104,F,minor,high energy,very danceable,4,3yfqSUWxFvZELEM4PmlwIR,The Marshall Mathers LP,84,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,7dGJo4pcD2V6oG8kP0tJRR,96251161,rap,92,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Versionsped up nightcore,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore,7/18/2022,2022,USAT22210335,2807,26.5,3492767,807,484998,27,412119147,8660129,122,1891966,24601626,5322461166,1,,,,,8,8844,,,,0,,,,,,,,,,,,,,,,
Save MeJelly Roll,Save Me,Jelly Roll,6/25/2020,2020,USZHR2000088,2799,26.5,143528699,26295,1211007,65,395691039,3870422,115695,13408126,184322890,442453830,2,1328,8,1,2482,,89016137,161227,5123723,795577,0,somber,83,C,major,average energy,very danceable,3,4HMUrFl8y6rQCzEbaGEkcj,The Death of Slim Shady (Coup De Grâce),73,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487,19k8AgwwTSxeaxkOuCQEJs,4885887,country hip hop,80,https://i.scdn.co/image/ab6761610000e5eb990c50209362c84b7e6b1831
ııııııSPRITE,ıııııı,SPRITE,4/29/2021,2021,TH2DY2100061,2803,26.5,9126545,2349,13934,41,440738171,3204368,1821332,96385707,1185912241,27961594,7,819,,,,,,,,117936,1,,,,,,,,,,,,,,,,
Best For MeJoyner Lucas,Best For Me,Joyner Lucas,3/18/2024,2024,QM4TX2423210,2798,26.5,18852560,3014,3041643,,18904500,468752,,1207,1200000,1283674,10,5873,3,6,7688,28,8477163,1522,,208479,1,,,,,,,,,,,,,,,,
Ni Me Debes Ni Te DeboCarin Leon,Ni Me Debes Ni Te Debo,Carin Leon,5/19/2023,2023,QZQMB2105022,2797,26.5,168963270,9329,6528413,52,138646834,561807,8398,6759488,90780465,7517627,7,6941,7,6,21467,2,7647073,808,276309,327415,0,,,,,,,,,,,,,,,,
Ya No VuelvasLuck Ra,Ya No Vuelvas,Luck Ra,8/9/2022,2022,CLPP22200035,2816,26.4,28739240,4519,1778008,51,378611518,826925,43939,2316894,26531589,4172329,,1411,,2,6728,,,,,,0,,,,,,,,,,,,,,,,
Scared To Be LonelyMartin Garrix,Scared To Be Lonely,Martin Garrix,1/1/2015,2015,NLM5S1600025,2815,26.4,1254883107,131909,46601399,73,995579933,7131931,12177,12363862,113741661,221491507,133,23357,43,82,710034,40,125737150,32167,,6308966,0,melancholic,138,C♯/D♭­,minor,average energy,somewhat danceable,4,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,78,https://i.scdn.co/image/ab67616d0000b27364f8a309aa3c0a66a31fc374,60d24wfXkVzDSfLS6hyCjZ,15133495,edm,76,https://i.scdn.co/image/ab6761610000e5eb45c3688488f871aace7a4a57
Un Aï¿½Sebastian Yatra,Un Aï¿½,Sebastian Yatra,1/18/2019,2019,USUM71821048,2819,26.4,573290850,44972,20961958,67,830580317,5534299,314552,17545978,164663552,29178246,45,14266,248,36,162734,21,23140285,8362,,,0,,,,,,,,,,,,,,,,
21Polo G,21,Polo G,5/15/2020,2020,USQX92002597,2814,26.4,500766243,134529,11500707,67,161831915,1890192,621,5844781,22513039,25064335,21,36,72,2,9498,2,25620725,25187,,43624,1,,176,G,major,average energy,very danceable,4,3JKgcAa7r07ocVWcV8bS0H,THE GOAT,69,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,6AgTAQt8XS6jRWi4sX7w49,12281717,,80,https://i.scdn.co/image/ab6761610000e5ebbedf3bdf589da06d1567196c
I Gotta FeelingBlack Eyed Peas,I Gotta Feeling,Black Eyed Peas,1/1/2009,2009,USUM70965169,2817,26.4,1423655688,30662,108479481,76,190741649,1734831,498488,96154828,680999560,,281,1708,434,150,2704374,86,348819350,770388,,11916814,0,upbeat,128,C,major,high energy,very danceable,4,4kLLWz7srcuLKA7Et40PQR,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],80,https://i.scdn.co/image/ab67616d0000b2730bd44f5ff9ecc99f7770acc5,1yxSLGMDHlW21z4YXirZDS,8689113,,80,https://i.scdn.co/image/ab6761610000e5eb6abca3789c7f4826ed99db2e
NOSTYLISTDestroy Lonely,NOSTYLIST,Destroy Lonely,8/12/2022,2022,USLD91740130,2818,26.4,100973437,55772,4769511,63,14289584,264058,153,72100628,552255188,,8,511,34,,,1,466721,911,10092692,443594,1,,,,,,,,,,,,,,,,
Respect (2021 Remaster)Aretha Franklin,Respect (2021 Remaster),Aretha Franklin,2/19/2021,2021,USRH12000996,2812,26.4,607726217,158,18327,20,,,,,,,,,,,,,539329824,183461,,,0,,,,,,,,,,,,,,,,
SO DONEThe Kid LAROI,SO DONE,The Kid LAROI,10/23/2020,2020,USSM12005922,282,26.4,428787524,95178,8705363,62,63666862,1060419,39225,15383747,116127311,26679235,69,39027,,18,2013,7,30609251,13139,17250455,636078,0,somber,143,A,major,average energy,very danceable,4,5YnxnTS89l3FElIwfIAeSs,F*CK LOVE 3+: OVER YOU,66,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,2tIP7SsRs7vjIcLrU85W8J,6025984,,83,https://i.scdn.co/image/ab6761610000e5ebebf5c408f4d003817161e061
The Boat BeatRicky Desktop,The Boat Beat,Ricky Desktop,5/12/2020,2020,QZES92025420,2813,26.4,13847072,3177,474041,33,8068836,219118,6220932,241086839,3081391270,,,,,1,749,,503167,2221,,142921,0,,122,D♯/E♭­,major,low energy,very danceable,4,06agGBuAaolKYrIwPyvSVU,The Boat Beat,35,https://i.scdn.co/image/ab67616d0000b273e4c5cc9f250bea5487313261,6CTStccOisUTgXVrtCIANm,107787,,54,https://i.scdn.co/image/ab6761610000e5eb76fb8857dc16a9045076406b
No Es JustoJ Balvin,No Es Justo,J Balvin,5/11/2018,2018,USUM71804471,2835,26.3,580941059,55176,15983158,64,965441155,3017656,14706,1960151,19928111,131550363,43,12413,28,43,197076,32,24747071,6287,,1613752,0,upbeat,88,G,major,high energy,very danceable,4,5qFeMRz4TvetPmzjre9Dq7,Vibras,68,https://i.scdn.co/image/ab67616d0000b273dda2b86297d3bfb519f8b785,1vyhD5VmyZ7KMfW5gqLgo5,37738271,reggaeton,87,https://i.scdn.co/image/ab6761610000e5ebdea08796d296a58c5d060439
New JeansNewJeans,New Jeans,NewJeans,7/7/2023,2023,USA2P2330067,284,26.3,253890110,22593,5131270,73,32342210,1238077,93504,33300089,242425753,52890440,7,350,,1,18402,14,880833,3042,1675417,221882,0,,,,,,,,,,,,,,,,
Cat Partying (TikTok Sped Up) - RemixMusic Factory,Cat Partying (TikTok Sped Up) - Remix,Music Factory,3/20/2023,2023,ARIXB2303741,2826,26.3,2368578,1128,61944,,,,1900000,12239089,196993859,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
WANNABEITZY,WANNABE,ITZY,3/9/2020,2020,US5TA2000006,2825,26.3,365845397,29751,5840656,66,731488947,8414274,11688,56690917,362463277,40824041,23,2293,29,9,45969,26,2698145,3933,,698118,0,upbeat,122,F♯/G♭­,minor,high energy,very danceable,4,4pspYVQGFHLPEFgQPD1J7e,IT'z ME,67,https://i.scdn.co/image/ab67616d0000b273fc620c06721e90a534cc5dab,2KC9Qb60EaY0kW4eH68vr3,8079964,k-pop,70,https://i.scdn.co/image/ab6761610000e5eb3448062884d4ad30473e964b
Yï¿½ï¿½reï¿½ï¿½iAmo988,Yï¿½ï¿½reï¿½ï¿½i,Amo988,9/15/2023,2023,TRBUL2300064,2841,26.3,75979813,7579,4760968,68,104439157,350883,333,3921299,60449279,369727517,2,2174,,3,1583000,,,,,372,0,,,,,,,,,,,,,,,,
No AngelsJustin Timberlake,No Angels,Justin Timberlake,3/14/2024,2024,USRC12400002,2839,26.3,11092257,1607,7250700,,,,,,,,30,41925,1,39,1094377,11,62119,208,,18479,0,,,,,,,,,,,,,,,,
Champagne PoetryDrake,Champagne Poetry,Drake,9/3/2021,2021,USUG12104397,2836,26.3,308396120,99705,14089454,66,63664549,669096,25883,147816112,1204022719,22392532,16,981,12,10,140499,2,6705531,7745,,298898,1,,,,,,,,,,,,,,,,
ImitadoraRomeo Santos,Imitadora,Romeo Santos,6/23/2017,2017,USSD11700288,2823,26.3,503904686,47427,13586022,73,1009029328,4103220,318412,137583052,979585978,286966207,26,6057,7,16,397294,4,108580968,42905,,2520475,0,,126,G♯/A♭­,minor,high energy,very danceable,4,6r46lnXFbE9fr2d3KNaGbe,Golden,75,https://i.scdn.co/image/ab67616d0000b273827d0777f8cccdf5b7481442,5lwmRuXgjX8xIwlnauTZIP,23958772,bachata,85,https://i.scdn.co/image/ab6761610000e5eb6d8b48abede0f9e433aa6e49
ııııııııııııııAkris & Teddy,ıııııııııııııı,Akris & Teddy,5/31/2024,2024,FRX872442897,2828,26.3,30604,1,13,15,,,,,,,,,,,,,,,,610446,0,,,,,,,,,,,,,,,,
20 MinLil Uzi Vert,20 Min,Lil Uzi Vert,11/17/2017,2017,USAT21704166,283,26.3,1006734157,224587,27766092,77,106339744,850717,43585,19855293,144628943,,19,911,4,5,15053,2,26931509,31699,,2385566,1,upbeat,123,G♯/A♭­,minor,high energy,very danceable,4,0uxSUdBrJy9Un0EYoBowng,Luv Is Rage 2 (Deluxe),80,https://i.scdn.co/image/ab67616d0000b273d5f96a807d04f42d0055d0f7,4O15NlyKLIASxsJ0PrXPfz,18336584,melodic rap,85,https://i.scdn.co/image/ab6761610000e5eba8ce348f34f18241d3249fa9
Om Jai Jagdish HareShivali,Om Jai Jagdish Hare,Shivali,2/16/2023,2023,INS172300521,2824,26.3,8313,7,75,8,314513125,1120176,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
Ya No Tiene NovioSebastian Yatra,Ya No Tiene Novio,Sebastian Yatra,8/10/2018,2018,USUM71809940,2834,26.3,431529832,32115,14298721,63,1077954732,4083486,73016,6785915,43241693,126637973,31,7839,85,34,69942,14,10867630,2835,,945157,0,upbeat,182,G,minor,high energy,very danceable,4,7uQmJ1jgNzBpATSoWKSPFu,Ya No Tiene Novio,68,https://i.scdn.co/image/ab67616d0000b273f89d8cc59e29c9d2f846e903,07YUOmWljBTXwIseAUd9TW,23522247,colombian pop,80,https://i.scdn.co/image/ab6761610000e5eb0b9d2cce6f096d2d19f2ee23
Your PowerBillie Eilish,Your Power,Billie Eilish,4/29/2021,2021,USUM72105934,2838,26.3,423439672,79149,22567177,68,170437339,4244477,124714,54016040,347631092,47423810,130,51953,33,28,568814,43,15646904,6432,,1144737,0,,,,,,,,,,,,,,,,
Bling BlingGrupo Marca Registrada,Bling Bling,Grupo Marca Registrada,11/27/2023,2023,USA2P2358699,2837,26.3,96383243,10187,4406109,,51056879,376116,,596994,4336957,1280723741,2,717,,3,77873,,332742,435,684353,259613,1,,,,,,,,,,,,,,,,
PERO Tï¿KAROL G,PERO Tï¿,KAROL G,2/23/2023,2023,USUM72222545,2827,26.3,212911684,22815,8668393,71,106041009,588756,215518,9084718,131834580,7517627,9,528,125,6,404308,9,12174494,1543,,313441,1,,,,,,,,,,,,,,,,
N'y pense plusTayc,N'y pense plus,Tayc,6/19/2020,2020,FR8FB2002810,2833,26.3,177952382,60714,3538535,63,217526800,1861229,1855774,227091507,2758905591,17779700,26,10488,,12,110119,3,1004432,880,,5257817,0,,,,,,,,,,,,,,,,
BodyMegan Thee Stallion,Body,Megan Thee Stallion,11/20/2020,2020,QMCE32000683,2831,26.3,327693363,59033,19679788,63,215966337,3070939,1180141,371525726,2873316705,1231737,19,9761,401,10,24852,26,,,,,1,,94,G♯/A♭­,minor,high energy,very danceable,4,0A1hoCfMLkiAgvhWkkucJa,Good News,66,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,181bsRPaVXVlUKXrxwZfHK,10106497,,81,https://i.scdn.co/image/ab6761610000e5eba300c2e412844ab60e397b1b
Where You AreJohn Summit,Where You Are,John Summit,3/3/2023,2023,USUG12301338,2822,26.3,123058600,41625,65080812,71,15090329,160292,12651,2501719,30233661,35904201,40,1986,16,22,409177,30,3482823,1553,2120172,763897,0,,,,,,,,,,,,,,,,
Scream & Shoutwill.i.am,Scream & Shout,will.i.am,11/20/2012,2012,USUM71215597,2821,26.3,767661283,177756,49961171,72,1211548500,6168792,139644,110048740,838554125,226395588,61,16967,32,41,869079,20,,,2747437,16187949,1,,,,,,,,,,,,,,,,
bigger thï¿½ï¿½n everytYeat,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,2023,USUM72311204,2832,26.3,48790265,26044,5580526,59,11963045,259674,,239969,2309009,191102695,6,242,56,2,43891,,230247,,5094725,158531,1,,,,,,,,,,,,,,,,
Princess Diana (with Nicki Minaj)Ice Spice,Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,2023,USUG12300211,2829,26.3,220270601,34862,34947789,67,32354134,356483,219907,98324852,905030524,,,8968,162,,,,,,,,1,,,,,,,,,,,,,,,,
This Is MeKeala Settle,This Is Me,Keala Settle,10/27/2017,2017,USAT21704622,2852,26.2,809894358,80591,19776253,66,622964718,4716659,18442,1528788,16464069,41140493,71,36683,,20,48491,21,84821836,183702,126042,3165985,0,melancholic,192,D,major,high energy,not very danceable,4,45aBsnKRWUzhwbcqOJLwfe,The Greatest Showman (Original Motion Picture Soundtrack),70,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,7HV2RI2qNug4EcQqLbCAKS,181220,musicals,65,https://i.scdn.co/image/ab6761610000e5eb3e4e65ab59c7e8197ed3bed1
QUE PRETENDESJ Balvin,QUE PRETENDES,J Balvin,6/28/2019,2019,USUM71912318,2849,26.2,806817589,85661,29532086,71,489443301,2894907,3143,21776640,131482347,133515788,116,7749,36,42,919695,33,,,4966997,2049245,0,exuberant,93,A♯/B♭­,minor,high energy,very danceable,4,25ZAibhr3bdlMCLmubZDVt,OASIS,75,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,1vyhD5VmyZ7KMfW5gqLgo5,37738271,reggaeton,87,https://i.scdn.co/image/ab6761610000e5ebdea08796d296a58c5d060439
The Chicken Wing BeatRicky Desktop,The Chicken Wing Beat,Ricky Desktop,6/13/2020,2020,QZHN72010372,2842,26.2,68033539,1306,1293542,60,88796716,1038952,4890413,206433932,2164370742,7628776,2,90,38,,,5,20368923,3606,,593992,0,,137,C♯/D♭­,major,low energy,very danceable,4,4wHCS1sbcLEwHPJukcoskE,The Chicken Wing Beat,65,https://i.scdn.co/image/ab67616d0000b273c2c134167378a3abd85c825d,6CTStccOisUTgXVrtCIANm,107787,,54,https://i.scdn.co/image/ab6761610000e5eb76fb8857dc16a9045076406b
Nï¿½ï¿½o Vou NamDJ Ws da Igrejinha,Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,1/19/2024,2024,QZZEC2322612,285,26.2,73192291,78,40120103,79,34522299,26989,,,,15869838,1,6,,24,14916452,17,,,,143297,1,,,,,,,,,,,,,,,,
Rim Tim Tagi DimBaby Lasagna,Rim Tim Tagi Dim,Baby Lasagna,1/12/2024,2024,AT2DY2400003,2848,26.2,34926866,4003,4119043,75,50347276,837359,106,,,12801813,13,2543,,18,177178,8,,,,151826,0,,,,,,,,,,,,,,,,
Baila Baila BailaOzuna,Baila Baila Baila,Ozuna,1/5/2019,2019,QM7281886206,2845,26.2,563326343,71108,14798709,64,619678799,3452638,106538,2189375,13221298,11102526,39,1897,456,19,1388183,47,102464905,21059,,2360573,0,,100,,,energy,danceable,,5PXsZaT8cOxb4mXrA20PMQ,Nibiru,66,https://i.scdn.co/image/ab67616d0000b27359814794af144d08dae50672,1i8SpTcr7yvPOmcqrbnVXY,37994111,reggaeton,85,https://i.scdn.co/image/ab6761610000e5ebc80f303b208a480f52e8180b
Ms. JacksonPashanim,Ms. Jackson,Pashanim,8/24/2023,2023,DECE72302560,2847,26.2,91200208,31859,7752540,69,9615800,108288,102,502312,4482394,171987731,16,9735,,10,9087073,4,,,,118882,0,,,,,,,,,,,,,,,,
Sï¿½ï¿½PER ULTRAPicus,Sï¿½ï¿½PER ULTRA,Picus,4/15/2023,2023,MXUM72300426,2844,26.2,14167450,963,227636,56,246398948,1783107,,10206545,145453664,80150371,,374,,,,1,,,,55529,0,,,,,,,,,,,,,,,,
Happier (feat. Clementine Douglas)The Blessed Madonna,Happier (feat. Clementine Douglas),The Blessed Madonna,2/2/2024,2024,GBAHT2301515,2846,26.2,30812151,5012,42546998,71,4200741,25745,,,,24444704,48,9139,99,32,3648043,66,38754,47,3018379,428557,0,,,,,,,,,,,,,,,,
Sin Tanto RoyoLuis R Conriquez,Sin Tanto Royo,Luis R Conriquez,10/20/2023,2023,QMANG2210115,2853,26.2,92158242,10988,6195525,,73651632,328795,363,13431,1349277,242792313,5,1,,,,,609823,333,,26872,0,,,,,,,,,,,,,,,,
PsychoRed Velvet,Psycho,Red Velvet,12/23/2019,2019,KRA301900597,2851,26.2,471042668,3737,8743783,66,716847469,9852754,46801,34695574,222663523,15450015,21,6935,5,7,3371,19,3058867,7402,,578357,0,,140,G♯/A♭­,major,high energy,very danceable,4,3CYH422oy1cZNoo0GTG1TK,‘The ReVe Festival’ Finale,68,https://i.scdn.co/image/ab67616d0000b273df5022bdf1ac4bf52135c4be,1z4g3DjTBBZKhvAroFlhOM,9375869,k-pop,70,https://i.scdn.co/image/ab6761610000e5eb02a562ea6b1dc718394010ac
Rhyme DustMK,Rhyme Dust,MK,2/24/2023,2023,GBARL2300220,2843,26.2,116992202,44035,62486297,65,7745796,95181,12594,8695476,92238960,7025105,50,14692,281,22,274665,18,1299775,674,3195929,762785,0,,,,,,,,,,,,,,,,
Tu FotoQ' Lokura,Tu Foto,Q' Lokura,5/16/2024,2024,QM6N22456323,2869,26.1,9244547,925,8931821,69,12781421,82897,,,,,1,91,,1,231785,,,,,10458,0,,,,,,,,,,,,,,,,
LocoJustin Quiles,Loco,Justin Quiles,5/13/2021,2021,USWL12100223,2864,26.1,417078369,8039,22262789,61,22493718,15044,779826,109132088,1310854382,982702,61,36058,,25,73195,31,18046754,5964,2036108,2963547,0,,,,,,,,,,,,,,,,
Siempre PendientesPeso Pluma,Siempre Pendientes,Peso Pluma,8/15/2022,2022,QM6P42200426,2865,26.1,395739041,34865,14461323,69,115349777,497323,256,27864309,347269682,,18,651,,1,4087,9,31933007,5538,,525859,1,,,,,,,,,,,,,,,,
LALALISEVENTEEN,LALALI,SEVENTEEN,4/29/2024,2024,USA2P2415976,2858,26.1,11282322,625,1779055,,23217618,887493,,2229,227,5822984,1,70,,2,5672,,26409,24,,1524,0,,,,,,,,,,,,,,,,
Slut Me OutNLE Choppa,Slut Me Out,NLE Choppa,4/15/2022,2022,USWB12200942,2867,26.1,346862697,7254,23493477,67,28725574,481537,60398,29004515,186623555,29533696,8,156,35,8,35925,4,7754964,27818,,814265,1,,,,,,,,,,,,,,,,
Real LoveMartin Garrix,Real Love,Martin Garrix,9/22/2023,2023,NLM5S2302045,2859,26.1,23089149,709,14537779,,1508079,151,7005,9061381,160449801,,35,23382,156,47,838246,,376057,,,115557,0,,,,,,,,,,,,,,,,
A Tu MercedBad Bunny,A Tu Merced,Bad Bunny,2/29/2020,2020,QM4TX2030959,2856,26.1,778269101,94041,20880365,70,357643934,1517496,805,42847884,287886349,1278210,35,3929,,12,77806,8,26315157,4614,,671048,0,exuberant,92,C,major,high energy,very danceable,4,4r9jkMEnArtWGH2rL2FZl0,YHLQMDLG,73,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,4q3ewBCX7sLwd24euuV69X,89352426,reggaeton,100,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4
Cake By The OceanDNCE,Cake By The Ocean,DNCE,1/1/2012,2012,USUM71514637,2863,26.1,1623436416,181003,87263572,76,205204907,2069073,563713,55758553,345185931,312,228,170627,323,110,2298858,58,382959323,437161,,15885088,1,exuberant,119,E,minor,high energy,very danceable,4,76hfruVvmfQbw0eYn1nmeC,DNCE,79,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,6T5tfhQCknKG4UnH90qGnz,4558322,,68,https://i.scdn.co/image/ab6761610000e5ebf516ed43c65fe21e21a7c5bd
